"Ranking","County","Adherents","Percent"
955,"Scott County, Tennessee",5807,26.12
818,"Scott County, Virginia",6844,29.53
1228,"Scotts Bluff County, Nebraska",7337,19.85
677,"Screven County, Georgia",4871,33.38
365,"Scurry County, Texas",7348,43.43
443,"Searcy County, Arkansas",3350,40.88
307,"Sebastian County, Arkansas",57844,46.00
798,"Sedgwick County, Colorado",715,30.05
1184,"Sedgwick County, Kansas",104418,20.95
1357,"Seminole County, Florida",73592,17.41
225,"Seminole County, Georgia",4365,50.01
228,"Seminole County, Oklahoma",12725,49.94
2085,"Seneca County, New York",1893,5.37
2101,"Seneca County, Ohio",2929,5.16
599,"Sequatchie County, Tennessee",5007,35.48
797,"Sequoyah County, Oklahoma",12746,30.07
427,"Sevier County, Arkansas",7062,41.40
409,"Sevier County, Tennessee",37789,42.04
2220,"Sevier County, Utah",539,2.59
1474,"Seward County, Kansas",3512,15.30
450,"Seward County, Nebraska",6815,40.69
82,"Shackelford County, Texas",2000,59.21
1365,"Shannon County, Missouri",1461,17.31
2071,"Shannon County, South Dakota",762,5.61
389,"Sharkey County, Mississippi",2101,42.74
147,"Sharp County, Arkansas",9339,54.10
1423,"Shasta County, California",28805,16.25
917,"Shawano County, Wisconsin",11357,27.07
1451,"Shawnee County, Kansas",28038,15.76
1150,"Sheboygan County, Wisconsin",25183,21.80
737,"Shelby County, Alabama",61933,31.75
887,"Shelby County, Illinois",6216,27.80
1775,"Shelby County, Indiana",4717,10.62
899,"Shelby County, Iowa",3344,27.48
466,"Shelby County, Kentucky",16880,40.12
215,"Shelby County, Missouri",3205,50.29
1677,"Shelby County, Ohio",5957,12.05
878,"Shelby County, Tennessee",260401,28.07
465,"Shelby County, Texas",10216,40.14
1479,"Shenandoah County, Virginia",6380,15.19
1349,"Sherburne County, Minnesota",15518,17.53
1338,"Sheridan County, Kansas",453,17.72
464,"Sheridan County, Montana",1359,40.16
1465,"Sheridan County, Nebraska",846,15.47
521,"Sheridan County, North Dakota",501,37.93
1661,"Sheridan County, Wyoming",3577,12.29
1331,"Sherman County, Kansas",1074,17.87
1560,"Sherman County, Nebraska",437,13.86
2145,"Sherman County, Oregon",75,4.25
277,"Sherman County, Texas",1433,47.23
1616,"Shiawassee County, Michigan",9140,12.94
1719,"Shoshone County, Idaho",1463,11.46
831,"Sibley County, Minnesota",4449,29.22
2043,"Sierra County, California",199,6.14
1589,"Sierra County, New Mexico",1598,13.33
2081,"Silver Bow County, Montana",1861,5.44
356,"Simpson County, Kentucky",7586,43.78
34,"Simpson County, Mississippi",18900,68.72
507,"Sioux County, Iowa",12988,38.54
2184,"Sioux County, Nebraska",45,3.43
2231,"Sioux County, North Dakota",98,2.36
1718,"Siskiyou County, California",5149,11.47
1788,"Sitka City and Borough, Alaska",928,10.45
1619,"Skagit County, Washington",15087,12.91
2283,"Skagway Municipality, Alaska",2,0.21
2285,"Skagway-Hoonah-Angoon, Alaska",,
2285,"Skagway-Yakutat-Angoon, Alaska",,
2043,"Skamania County, Washington",679,6.14
791,"Smith County, Kansas",1165,30.24
706,"Smith County, Mississippi",5368,32.55
987,"Smith County, Tennessee",4853,25.32
319,"Smith County, Texas",95475,45.53
1067,"Smyth County, Virginia",7567,23.49
1683,"Snohomish County, Washington",85354,11.97
1823,"Snyder County, Pennsylvania",3974,10.01
1971,"Socorro County, New Mexico",1333,7.46
1723,"Solano County, California",47081,11.39
2114,"Somerset County, Maine",2552,4.89
2022,"Somerset County, Maryland",1710,6.46
2155,"Somerset County, New Jersey",13158,4.07
1351,"Somerset County, Pennsylvania",13611,17.51
838,"Somervell County, Texas",2463,29.01
2087,"Sonoma County, California",25820,5.34
956,"Southampton County, Virginia",4840,26.06
1523,"Southeast Fairbanks Census Area, Alaska",1014,14.43
129,"Spalding County, Georgia",35191,54.92
495,"Spartanburg County, South Carolina",110676,38.93
1823,"Spencer County, Indiana",2098,10.01
867,"Spencer County, Kentucky",4831,28.32
2030,"Spink County, South Dakota",408,6.36
1653,"Spokane County, Washington",58417,12.40
1210,"Spotsylvania County, Virginia",24831,20.29
1606,"St. Bernard Parish, Louisiana",4705,13.11
1220,"St. Charles County, Missouri",72210,20.03
1983,"St. Charles Parish, Louisiana",3812,7.22
448,"St. Clair County, Alabama",34066,40.75
1361,"St. Clair County, Illinois",46903,17.37
1864,"St. Clair County, Michigan",15146,9.29
532,"St. Clair County, Missouri",3694,37.67
1795,"St. Croix County, Wisconsin",8725,10.34
652,"St. Francis County, Arkansas",9596,33.96
685,"St. Francois County, Missouri",21697,33.20
954,"St. Helena Parish, Louisiana",2929,26.14
2260,"St. James Parish, Louisiana",340,1.54
1996,"St. John the Baptist Parish, Louisiana",3170,6.90
1650,"St. Johns County, Florida",23636,12.44
1796,"St. Joseph County, Indiana",27567,10.33
1311,"St. Joseph County, Michigan",11175,18.23
1978,"St. Landry Parish, Louisiana",6083,7.30
2119,"St. Lawrence County, New York",5364,4.79
1781,"St. Louis city, Missouri",33664,10.54
1853,"St. Louis County, Minnesota",19017,9.50
1421,"St. Louis County, Missouri",162614,16.28
1734,"St. Lucie County, Florida",31276,11.26
2222,"St. Martin Parish, Louisiana",1322,2.53
1539,"St. Mary Parish, Louisiana",7762,14.20
1986,"St. Mary's County, Maryland",7519,7.15
1312,"St. Tammany Parish, Louisiana",42583,18.22
1280,"Stafford County, Kansas",836,18.84
1560,"Stafford County, Virginia",17871,13.86
1624,"Stanislaus County, California",65976,12.82
2254,"Stanley County, South Dakota",50,1.69
374,"Stanly County, North Carolina",26182,43.22
1405,"Stanton County, Kansas",370,16.55
1359,"Stanton County, Nebraska",1066,17.39
1792,"Stark County, Illinois",622,10.38
1937,"Stark County, North Dakota",1949,8.05
1424,"Stark County, Ohio",60957,16.23
1678,"Starke County, Indiana",2812,12.04
2163,"Starr County, Texas",2368,3.88
804,"Staunton city, Virginia",7102,29.91
1476,"Ste. Genevieve County, Missouri",2765,15.24
1939,"Stearns County, Minnesota",12071,8.01
1697,"Steele County, Minnesota",4298,11.75
1992,"Steele County, North Dakota",138,6.99
159,"Stephens County, Georgia",14011,53.53
173,"Stephens County, Oklahoma",23758,52.74
137,"Stephens County, Texas",5252,54.54
546,"Stephenson County, Illinois",17640,36.97
520,"Sterling County, Texas",434,37.97
1496,"Steuben County, Indiana",5075,14.85
1859,"Steuben County, New York",9272,9.37
669,"Stevens County, Kansas",1920,33.54
1286,"Stevens County, Minnesota",1823,18.74
1748,"Stevens County, Washington",4803,11.03
1619,"Stewart County, Georgia",782,12.91
409,"Stewart County, Tennessee",5602,42.04
1969,"Stillwater County, Montana",682,7.48
1028,"Stoddard County, Missouri",7276,24.28
992,"Stokes County, North Carolina",11953,25.22
444,"Stone County, Arkansas",5059,40.82
1018,"Stone County, Mississippi",4363,24.53
1269,"Stone County, Missouri",6134,19.05
44,"Stonewall County, Texas",988,66.31
2273,"Storey County, Nevada",29,0.72
1440,"Story County, Iowa",14233,15.90
2188,"Strafford County, New Hampshire",4143,3.36
1641,"Stutsman County, North Dakota",2654,12.58
1985,"Sublette County, Wyoming",734,7.16
1251,"Suffolk city, Virginia",16421,19.41
2004,"Suffolk County, Massachusetts",48562,6.73
2160,"Suffolk County, New York",58909,3.94
1172,"Sullivan County, Indiana",4576,21.31
658,"Sullivan County, Missouri",2272,33.84
2247,"Sullivan County, New Hampshire",849,1.94
2251,"Sullivan County, New York",1399,1.80
2171,"Sullivan County, Pennsylvania",242,3.76
488,"Sullivan County, Tennessee",61602,39.28
1636,"Sully County, South Dakota",174,12.67
1870,"Summers County, West Virginia",1282,9.21
2048,"Summit County, Colorado",1706,6.09
1577,"Summit County, Ohio",73586,13.58
2242,"Summit County, Utah",751,2.07
1466,"Sumner County, Kansas",3731,15.46
661,"Sumner County, Tennessee",54140,33.70
1254,"Sumter County, Alabama",2664,19.36
1680,"Sumter County, Florida",11218,12.01
819,"Sumter County, Georgia",9685,29.51
845,"Sumter County, South Carolina",31023,28.87
1154,"Sunflower County, Mississippi",6390,21.70
447,"Surry County, North Carolina",30036,40.77
1185,"Surry County, Virginia",1478,20.94
2111,"Susquehanna County, Pennsylvania",2160,4.98
1911,"Sussex County, Delaware",16640,8.44
2204,"Sussex County, New Jersey",4368,2.93
1565,"Sussex County, Virginia",1668,13.80
1488,"Sutter County, California",14212,15.00
661,"Sutton County, Texas",1391,33.70
497,"Suwannee County, Florida",16156,38.88
718,"Swain County, North Carolina",4501,32.19
1955,"Sweet Grass County, Montana",283,7.75
1829,"Sweetwater County, Wyoming",4342,9.91
1313,"Swift County, Minnesota",1781,18.21
171,"Swisher County, Texas",4148,52.81
1762,"Switzerland County, Indiana",1150,10.84
944,"Talbot County, Georgia",1813,26.41
1893,"Talbot County, Maryland",3341,8.84
1179,"Taliaferro County, Georgia",364,21.20
449,"Talladega County, Alabama",33499,40.71
1003,"Tallahatchie County, Mississippi",3839,24.96
275,"Tallapoosa County, Alabama",19714,47.37
2154,"Tama County, Iowa",727,4.09
931,"Taney County, Missouri",13797,26.70
1108,"Tangipahoa Parish, Louisiana",27410,22.63
2040,"Taos County, New Mexico",2040,6.19
796,"Tarrant County, Texas",544670,30.11
369,"Tate County, Mississippi",12507,43.30
979,"Tattnall County, Georgia",6510,25.51
485,"Taylor County, Florida",8890,39.39
628,"Taylor County, Georgia",3087,34.66
1897,"Taylor County, Iowa",550,8.71
217,"Taylor County, Kentucky",12317,50.25
240,"Taylor County, Texas",64442,49.00
1896,"Taylor County, West Virginia",1478,8.75
1200,"Taylor County, Wisconsin",4231,20.45
1069,"Tazewell County, Illinois",31756,23.45
1177,"Tazewell County, Virginia",9571,21.23
2022,"Tehama County, California",4100,6.46
1180,"Telfair County, Georgia",3493,21.17
1658,"Teller County, Colorado",2880,12.33
531,"Tensas Parish, Louisiana",1979,37.68
1751,"Terrebonne Parish, Louisiana",12307,11.00
796,"Terrell County, Georgia",2805,30.11
378,"Terrell County, Texas",424,43.09
468,"Terry County, Texas",5059,39.99
2282,"Teton County, Idaho",29,0.29
1458,"Teton County, Montana",949,15.63
2148,"Teton County, Wyoming",895,4.20
207,"Texas County, Missouri",13139,50.52
729,"Texas County, Oklahoma",6603,31.99
392,"Thayer County, Nebraska",2224,42.54
415,"Thomas County, Georgia",18664,41.74
1607,"Thomas County, Kansas",1034,13.09
1258,"Thomas County, Nebraska",125,19.32
18,"Throckmorton County, Texas",1240,75.56
1754,"Thurston County, Nebraska",761,10.97
1732,"Thurston County, Washington",28471,11.29
354,"Tift County, Georgia",17601,43.87
1678,"Tillamook County, Oregon",3039,12.04
19,"Tillman County, Oklahoma",6002,75.10
2096,"Tioga County, New York",2673,5.23
1933,"Tioga County, Pennsylvania",3402,8.10
116,"Tippah County, Mississippi",12460,56.05
1721,"Tippecanoe County, Indiana",19710,11.41
1327,"Tipton County, Indiana",2857,17.93
833,"Tipton County, Tennessee",17792,29.13
405,"Tishomingo County, Mississippi",8266,42.19
267,"Titus County, Texas",15434,47.73
45,"Todd County, Kentucky",8221,65.98
1071,"Todd County, Minnesota",5832,23.43
2243,"Todd County, South Dakota",195,2.03
2218,"Tolland County, Connecticut",4069,2.66
568,"Tom Green County, Texas",39916,36.21
2129,"Tompkins County, New York",4649,4.58
2239,"Tooele County, Utah",1250,2.15
1958,"Toole County, Montana",410,7.70
263,"Toombs County, Georgia",13057,47.96
1549,"Torrance County, New Mexico",2301,14.05
1670,"Towner County, North Dakota",273,12.15
366,"Towns County, Georgia",4544,43.40
2019,"Traill County, North Dakota",527,6.49
559,"Transylvania County, North Carolina",12095,36.55
813,"Traverse County, Minnesota",1055,29.65
1416,"Travis County, Texas",167792,16.38
1797,"Treasure County, Montana",74,10.31
1573,"Trego County, Kansas",410,13.66
2060,"Trempealeau County, Wisconsin",1688,5.86
1163,"Treutlen County, Georgia",1480,21.50
68,"Trigg County, Kentucky",8890,62.00
675,"Trimble County, Kentucky",2943,33.41
1993,"Trinity County, California",961,6.97
213,"Trinity County, Texas",7338,50.31
1161,"Tripp County, South Dakota",1216,21.55
525,"Troup County, Georgia",25373,37.85
1187,"Trousdale County, Tennessee",1642,20.86
1684,"Trumbull County, Ohio",25155,11.96
1529,"Tucker County, West Virginia",1023,14.33
1677,"Tulare County, California",53285,12.05
600,"Tulsa County, Oklahoma",213615,35.40
1725,"Tunica County, Mississippi",1224,11.36
1556,"Tuolumne County, California",7727,13.96
41,"Turner County, Georgia",5968,66.83
1711,"Turner County, South Dakota",968,11.60
549,"Tuscaloosa County, Alabama",71803,36.89
1293,"Tuscarawas County, Ohio",17192,18.57
1039,"Tuscola County, Michigan",13401,24.05
410,"Twiggs County, Georgia",3788,41.98
1748,"Twin Falls County, Idaho",8520,11.03
255,"Tyler County, Texas",10489,48.19
1694,"Tyler County, West Virginia",1087,11.80
923,"Tyrrell County, North Carolina",1185,26.89
1998,"Uinta County, Wyoming",1450,6.87
2157,"Uintah County, Utah",1311,4.02
2236,"Ulster County, New York",4104,2.25
1617,"Umatilla County, Oregon",9816,12.93
481,"Unicoi County, Tennessee",7239,39.53
142,"Union County, Arkansas",22629,54.35
1396,"Union County, Florida",2596,16.71
205,"Union County, Georgia",10793,50.54
194,"Union County, Illinois",9085,51.02
1533,"Union County, Indiana",1074,14.29
1933,"Union County, Iowa",1015,8.10
545,"Union County, Kentucky",5561,37.06
37,"Union County, Mississippi",18449,67.99
2071,"Union County, New Jersey",30123,5.61
1259,"Union County, New Mexico",878,19.30
764,"Union County, North Carolina",62089,30.85
1769,"Union County, Ohio",5595,10.70
1664,"Union County, Oregon",3154,12.25
1885,"Union County, Pennsylvania",4030,8.97
106,"Union County, South Carolina",16533,57.09
1963,"Union County, South Dakota",1095,7.60
629,"Union County, Tennessee",6616,34.62
86,"Union Parish, Louisiana",13395,58.95
744,"Upshur County, Texas",12377,31.49
1978,"Upshur County, West Virginia",1770,7.30
307,"Upson County, Georgia",12490,46.00
344,"Upton County, Texas",1485,44.26
2276,"Utah County, Utah",2540,0.49
1026,"Uvalde County, Texas",6419,24.31
1805,"Val Verde County, Texas",4994,10.22
1425,"Valdez-Cordova Census Area, Alaska",1563,16.22
1882,"Valencia County, New Mexico",6889,9.00
1691,"Valley County, Idaho",1170,11.86
1882,"Valley County, Montana",663,9.00
1222,"Valley County, Nebraska",851,19.98
701,"Van Buren County, Arkansas",5651,32.67
1307,"Van Buren County, Iowa",1385,18.30
1828,"Van Buren County, Michigan",7575,9.93
798,"Van Buren County, Tennessee",1667,30.05
1386,"Van Wert County, Ohio",4864,16.92
585,"Van Zandt County, Texas",18791,35.74
836,"Vance County, North Carolina",13205,29.07
1097,"Vanderburgh County, Indiana",41066,22.85
1720,"Venango County, Pennsylvania",6285,11.43
1889,"Ventura County, California",73341,8.91
1183,"Vermilion County, Illinois",17200,21.07
2152,"Vermilion Parish, Louisiana",2387,4.12
1479,"Vermillion County, Indiana",2462,15.19
641,"Vernon County, Missouri",7240,34.22
1086,"Vernon County, Wisconsin",6864,23.05
411,"Vernon Parish, Louisiana",21931,41.91
943,"Victoria County, Texas",22949,26.44
1430,"Vigo County, Indiana",17396,16.13
1668,"Vilas County, Wisconsin",2609,12.17
1704,"Vinton County, Ohio",1568,11.67
1475,"Virginia Beach city, Virginia",66884,15.27
1442,"Volusia County, Florida",78423,15.86
1173,"Wabash County, Illinois",2545,21.30
1124,"Wabash County, Indiana",7311,22.23
971,"Wabasha County, Minnesota",5587,25.78
1398,"Wabaunsee County, Kansas",1177,16.69
1851,"Wade Hampton Census Area, Alaska",714,9.57
948,"Wadena County, Minnesota",3637,26.27
1239,"Wagoner County, Oklahoma",14374,19.67
1552,"Wahkiakum County, Washington",557,14.00
1308,"Wake County, North Carolina",164661,18.28
1508,"Wakulla County, Florida",4514,14.67
2136,"Waldo County, Maine",1711,4.41
91,"Walker County, Alabama",39118,58.37
234,"Walker County, Georgia",34045,49.52
1102,"Walker County, Texas",15451,22.77
1283,"Walla Walla County, Washington",11036,18.77
1299,"Wallace County, Kansas",274,18.45
1555,"Waller County, Texas",6035,13.97
1637,"Wallowa County, Oregon",887,12.66
2042,"Walsh County, North Dakota",684,6.15
510,"Walthall County, Mississippi",5929,38.39
1050,"Walton County, Florida",13133,23.86
828,"Walton County, Georgia",24561,29.32
610,"Walworth County, South Dakota",1903,34.99
1602,"Walworth County, Wisconsin",13451,13.16
1358,"Wapello County, Iowa",6200,17.40
1554,"Ward County, North Dakota",8623,13.98
740,"Ward County, Texas",3364,31.56
352,"Ware County, Georgia",15946,43.91
472,"Warren County, Georgia",2325,39.85
1541,"Warren County, Illinois",2510,14.18
1464,"Warren County, Indiana",1317,15.48
1876,"Warren County, Iowa",4222,9.13
474,"Warren County, Kentucky",45229,39.75
535,"Warren County, Mississippi",18331,37.58
1467,"Warren County, Missouri",5021,15.44
2181,"Warren County, New Jersey",3805,3.50
2156,"Warren County, New York",2646,4.03
1188,"Warren County, North Carolina",4370,20.84
1497,"Warren County, Ohio",31559,14.84
1878,"Warren County, Pennsylvania",3806,9.10
292,"Warren County, Tennessee",18657,46.83
1736,"Warren County, Virginia",4222,11.24
953,"Warrick County, Indiana",15608,26.15
2274,"Wasatch County, Utah",150,0.64
1769,"Wasco County, Oregon",2698,10.70
1140,"Waseca County, Minnesota",4197,21.93
1460,"Washakie County, Wyoming",1330,15.59
1247,"Washburn County, Wisconsin",3098,19.47
409,"Washington County, Alabama",7391,42.04
666,"Washington County, Arkansas",68218,33.59
1746,"Washington County, Colorado",534,11.09
800,"Washington County, Florida",7477,30.03
587,"Washington County, Georgia",7562,35.69
1663,"Washington County, Idaho",1251,12.27
1058,"Washington County, Illinois",3486,23.69
994,"Washington County, Indiana",7122,25.20
1267,"Washington County, Iowa",4150,19.12
437,"Washington County, Kansas",2388,41.18
179,"Washington County, Kentucky",6107,52.12
2137,"Washington County, Maine",1442,4.39
1493,"Washington County, Maryland",21941,14.88
1664,"Washington County, Minnesota",29174,12.25
501,"Washington County, Mississippi",19793,38.71
1452,"Washington County, Missouri",3961,15.72
1701,"Washington County, Nebraska",2368,11.70
2203,"Washington County, New York",1856,2.94
596,"Washington County, North Carolina",4700,35.53
1618,"Washington County, Ohio",7981,12.92
295,"Washington County, Oklahoma",23751,46.59
1746,"Washington County, Oregon",58752,11.09
1931,"Washington County, Pennsylvania",16871,8.12
2198,"Washington County, Rhode Island",3841,3.02
415,"Washington County, Tennessee",51327,41.74
1155,"Washington County, Texas",7300,21.65
2253,"Washington County, Utah",2345,1.70
2168,"Washington County, Vermont",2262,3.80
793,"Washington County, Virginia",16580,30.21
1256,"Washington County, Wisconsin",25503,19.34
391,"Washington Parish, Louisiana",20143,42.70
105,"Washita County, Oklahoma",6641,57.11
1956,"Washoe County, Nevada",32557,7.73
1976,"Washtenaw County, Michigan",25339,7.35
988,"Watauga County, North Carolina",12925,25.30
1370,"Watonwan County, Minnesota",1931,17.22
1309,"Waukesha County, Wisconsin",71237,18.27
560,"Waupaca County, Wisconsin",19152,36.54
1824,"Waushara County, Wisconsin",2450,10.00
115,"Wayne County, Georgia",16950,56.31
315,"Wayne County, Illinois",7667,45.75
1166,"Wayne County, Indiana",14746,21.40
1408,"Wayne County, Iowa",1058,16.52
93,"Wayne County, Kentucky",12144,58.35
1814,"Wayne County, Michigan",183985,10.11
296,"Wayne County, Mississippi",9655,46.54
1067,"Wayne County, Missouri",3176,23.49
1156,"Wayne County, Nebraska",2076,21.64
2107,"Wayne County, New York",4743,5.06
1036,"Wayne County, North Carolina",29543,24.09
772,"Wayne County, Ohio",35133,30.68
2192,"Wayne County, Pennsylvania",1656,3.14
763,"Wayne County, Tennessee",5252,30.86
2281,"Wayne County, Utah",10,0.36
1367,"Wayne County, West Virginia",7338,17.27
866,"Waynesboro city, Virginia",5952,28.33
98,"Weakley County, Tennessee",20271,57.88
2105,"Webb County, Texas",12812,5.12
2126,"Weber County, Utah",10761,4.65
896,"Webster County, Georgia",774,27.65
1293,"Webster County, Iowa",7058,18.57
440,"Webster County, Kentucky",5593,41.06
90,"Webster County, Mississippi",5999,58.51
317,"Webster County, Missouri",16507,45.60
768,"Webster County, Nebraska",1171,30.72
1906,"Webster County, West Virginia",783,8.55
304,"Webster Parish, Louisiana",18988,46.08
1865,"Weld County, Colorado",23467,9.28
814,"Wells County, Indiana",8188,29.63
866,"Wells County, North Dakota",1192,28.33
1776,"West Baton Rouge Parish, Louisiana",2524,10.61
30,"West Carroll Parish, Louisiana",8108,69.87
1315,"West Feliciana Parish, Louisiana",2840,18.18
2195,"Westchester County, New York",28915,3.05
1980,"Westmoreland County, Pennsylvania",26600,7.28
1327,"Westmoreland County, Virginia",3130,17.93
1929,"Weston County, Wyoming",588,8.16
1150,"Wetzel County, West Virginia",3615,21.80
1215,"Wexford County, Michigan",6594,20.14
977,"Wharton County, Texas",10550,25.56
1623,"Whatcom County, Washington",25842,12.85
1726,"Wheatland County, Montana",246,11.35
1410,"Wheeler County, Georgia",1224,16.49
1773,"Wheeler County, Nebraska",87,10.64
1715,"Wheeler County, Oregon",166,11.52
781,"Wheeler County, Texas",1648,30.46
203,"White County, Arkansas",39009,50.61
1062,"White County, Georgia",6409,23.61
583,"White County, Illinois",5255,35.83
1515,"White County, Indiana",3583,14.54
493,"White County, Tennessee",10083,39.02
2246,"White Pine County, Nevada",196,1.95
1301,"Whiteside County, Illinois",10757,18.39
509,"Whitfield County, Georgia",39444,38.44
1245,"Whitley County, Indiana",6493,19.50
95,"Whitley County, Kentucky",20685,58.04
1770,"Whitman County, Washington",4782,10.68
1635,"Wibaux County, Montana",129,12.68
1707,"Wichita County, Kansas",260,11.64
290,"Wichita County, Texas",61669,46.90
1416,"Wicomico County, Maryland",16168,16.38
32,"Wilbarger County, Texas",9422,69.61
821,"Wilcox County, Alabama",3442,29.49
388,"Wilcox County, Georgia",3957,42.76
536,"Wilkes County, Georgia",3973,37.51
236,"Wilkes County, North Carolina",34199,49.32
1799,"Wilkin County, Minnesota",676,10.28
801,"Wilkinson County, Georgia",2865,29.96
702,"Wilkinson County, Mississippi",3226,32.66
2000,"Will County, Illinois",46404,6.85
1979,"Willacy County, Texas",1614,7.29
1719,"Williams County, North Dakota",2566,11.46
1471,"Williams County, Ohio",5778,15.35
429,"Williamsburg city, Virginia",5819,41.36
1323,"Williamsburg County, South Carolina",6201,18.01
881,"Williamson County, Illinois",18581,28.00
562,"Williamson County, Tennessee",66790,36.46
1469,"Williamson County, Texas",64975,15.37
1068,"Wilson County, Kansas",2207,23.46
1001,"Wilson County, North Carolina",20292,24.98
560,"Wilson County, Tennessee",41655,36.54
1596,"Wilson County, Texas",5681,13.24
1248,"Winchester city, Virginia",5097,19.45
2168,"Windham County, Connecticut",4495,3.80
2233,"Windham County, Vermont",1026,2.30
2194,"Windsor County, Vermont",1750,3.09
390,"Winkler County, Texas",3037,42.71
70,"Winn Parish, Louisiana",9441,61.65
1291,"Winnebago County, Illinois",55069,18.65
1911,"Winnebago County, Iowa",917,8.44
1529,"Winnebago County, Wisconsin",23938,14.33
2230,"Winneshiek County, Iowa",500,2.37
1278,"Winona County, Minnesota",9729,18.91
127,"Winston County, Alabama",13499,55.13
223,"Winston County, Mississippi",9620,50.11
2074,"Wirt County, West Virginia",318,5.56
725,"Wise County, Texas",18959,32.06
1139,"Wise County, Virginia",9101,21.96
1367,"Wolfe County, Kentucky",1270,17.27
1408,"Wood County, Ohio",20728,16.52
426,"Wood County, Texas",17382,41.42
1455,"Wood County, West Virginia",13623,15.67
1148,"Wood County, Wisconsin",16327,21.84
1391,"Woodbury County, Iowa",17162,16.80
1278,"Woodford County, Illinois",7310,18.91
476,"Woodford County, Kentucky",9907,39.72
665,"Woodruff County, Arkansas",2440,33.61
508,"Woods County, Oklahoma",3417,38.49
1363,"Woodson County, Kansas",574,17.35
407,"Woodward County, Oklahoma",8459,42.12
1712,"Worcester County, Maryland",5946,11.56
2123,"Worcester County, Massachusetts",37511,4.70
462,"Worth County, Georgia",8715,40.20
1928,"Worth County, Iowa",621,8.17
89,"Worth County, Missouri",1272,58.59
1687,"Wrangell City and Borough, Alaska",282,11.90
2285,"Wrangell-Petersburg, Alaska",,
1437,"Wright County, Iowa",2115,15.99
1458,"Wright County, Minnesota",19494,15.63
153,"Wright County, Missouri",10116,53.77
2037,"Wyandot County, Ohio",1409,6.23
1459,"Wyandotte County, Kansas",24572,15.60
2212,"Wyoming County, New York",1168,2.77
2029,"Wyoming County, Pennsylvania",1802,6.37
1196,"Wyoming County, West Virginia",4912,20.64
933,"Wythe County, Virginia",7794,26.66
367,"Yadkin County, North Carolina",16660,43.38
1691,"Yakima County, Washington",28841,11.86
1939,"Yakutat City and Borough, Alaska",53,8.01
8,"Yalobusha County, Mississippi",10949,86.36
1528,"Yamhill County, Oregon",14222,14.34
920,"Yancey County, North Carolina",4808,26.98
1715,"Yankton County, South Dakota",2585,11.52
2253,"Yates County, New York",432,1.70
1758,"Yavapai County, Arizona",22957,10.88
892,"Yazoo County, Mississippi",7773,27.70
603,"Yell County, Arkansas",7813,35.22
1366,"Yellow Medicine County, Minnesota",1806,17.30
1546,"Yellowstone County, Montana",20845,14.09
2285,"Yellowstone National Park, Montana",,
372,"Yoakum County, Texas",3407,43.24
2041,"Yolo County, California",12405,6.18
2194,"York County, Maine",6086,3.09
418,"York County, Nebraska",5697,41.69
1762,"York County, Pennsylvania",47150,10.84
803,"York County, South Carolina",67634,29.92
1287,"York County, Virginia",12239,18.70
60,"Young County, Texas",11719,63.18
1927,"Yuba County, California",5904,8.18
2204,"Yukon-Koyukuk Census Area, Alaska",164,2.93
1859,"Yuma County, Arizona",18341,9.37
1112,"Yuma County, Colorado",2267,22.57
2095,"Zapata County, Texas",734,5.24
1711,"Zavala County, Texas",1355,11.60
2207,"Ziebach County, South Dakota",81,2.89
